libelle;text;forme;compte
RUGDAL 40mg Gél. Gastro-résistante Fl 30;RUGDAL 40mg Gél. Gastro-résistante Fl 30;gelule;7
RUGDAL 40mg Gél. Gastro-résistante Fl 8;RUGDAL 40mg Gél. Gastro-résistante Fl 8;gelule;7
RULID 150mg Comp.Pell. Bt 12;RULID 150mg Comp.Pell. Bt 12;comprime;7
RUSCOLOG Crème Rectale Tb 20gr;RUSCOLOG Crème Rectale Tb 20gr;pommade;7
RYTHMODAN 100mg Gél. Bt 40;RYTHMODAN 100mg Gél. Bt 40;gelule;7
RYTHMODAN LP Comp. Séc 250mg Bt 20;RYTHMODAN LP Comp. Séc 250mg Bt 20;comprime;7
SABRIL Comp 500mg Bt 60;SABRIL Comp 500mg Bt 60;comprime;7
SAIFLU 30mg Gél. Bt 10;SAIFLU 30mg Gél. Bt 10;gelule;7
SAIFLU 75mg Gél. Bt 10;SAIFLU 75mg Gél. Bt 10;gelule;7
SAIFORAL 250mg Pdre.Susp.Or. Fl 60ml;SAIFORAL 250mg Pdre.Susp.Or. Fl 60ml;poudre;7
SAIFORAL 500mg Gél. Bt 12;SAIFORAL 500mg Gél. Bt 12;gelule;7
SAIFORAL 500mg Gél. Bt 24;SAIFORAL 500mg Gél. Bt 24;gelule;7
SAIFORAL 500mg Pdre.Susp.Or. Fl 60ml;SAIFORAL 500mg Pdre.Susp.Or. Fl 60ml;poudre;7
SAIFOXYL 1000mg Comp.Enr. Bt 12;SAIFOXYL 1000mg Comp.Enr. Bt 12;comprime;7
SAIFOXYL 1gr Comp.Séc.Dispers. Bt 14;SAIFOXYL 1gr Comp.Séc.Dispers. Bt 14;comprime;7
SAIFOXYL 250mg/5ml Pdre.P.Susp.Or. Fl 60ml;SAIFOXYL 250mg/5ml Pdre.P.Susp.Or. Fl 60ml;poudre;7
SAIFOXYL 500mg  Comp.Pell. Bt 12;SAIFOXYL 500mg  Comp.Pell. Bt 12;comprime;7
SAIFOXYL 500mg Comp. Pell. Bt 24;SAIFOXYL 500mg Comp. Pell. Bt 24;comprime;7
SAIFOXYL 500mg Comp.Séc.Dispers. Bt 24;SAIFOXYL 500mg Comp.Séc.Dispers. Bt 24;comprime;7
SAIFOXYL 500mg Gél. Bt 120;SAIFOXYL 500mg Gél. Bt 120;gelule;7
SAIFOXYL 500mg Pdre.P.Susp.Or. Fl 60ml;SAIFOXYL 500mg Pdre.P.Susp.Or. Fl 60ml;poudre;7
SALAZOPYRINE 500mg Comp. Gastro-résist. Fl 100;SALAZOPYRINE 500mg Comp. Gastro-résist. Fl 100;comprime;7
SALAZOPYRINE 500mg Comp.Gastro-résist. Fl 100;SALAZOPYRINE 500mg Comp.Gastro-résist. Fl 100;comprime;7
SALBUMOL 0,5mg Sol.Inj. Bt 6/1ml;SALBUMOL 0,5mg Sol.Inj. Bt 6/1ml;injection;7
SALBUMOL 0,5mg/ml Amp. inj.  Bt 6/1ml;SALBUMOL 0,5mg/ml Amp. inj.  Bt 6/1ml;injection;7
SALBUTAMOL SIMED 2mg/5ml Sirop Fl 150ml;SALBUTAMOL SIMED 2mg/5ml Sirop Fl 150ml;sirop;7
SANCUSO 34.3mg (3.1mg/24h) Dispos.Trans-dermique Bt 1Patch;SANCUSO 34.3mg (3.1mg/24h) Dispos.Trans-dermique Bt 1Patch;autre;7
SANDIMMUM 50mg Sol.Inj. Bt 10/1ml;SANDIMMUM 50mg Sol.Inj. Bt 10/1ml;injection;7
SANDIMMUM NEORAL 100mg Caps. Molle Bt 50;SANDIMMUM NEORAL 100mg Caps. Molle Bt 50;gellule;7
SANDIMMUM NEORAL 100mg/ml Sol.Buv. Fl 50ml;SANDIMMUM NEORAL 100mg/ml Sol.Buv. Fl 50ml;sirop;7
SANDIMMUM NEORAL 25mg Caps. Molle Bt 50;SANDIMMUM NEORAL 25mg Caps. Molle Bt 50;gellule;7
SANDIMMUM NEORAL 50mg Caps. Molle Bt 50;SANDIMMUM NEORAL 50mg Caps. Molle Bt 50;gellule;7
SANDIMMUN 250mg Sol.Inj. Bt 10/5ml;SANDIMMUN 250mg Sol.Inj. Bt 10/5ml;injection;7
SANDOSTATINE 0,05mg/ml Sol. Inj. Bt 5/1ml (F);SANDOSTATINE 0,05mg/ml Sol. Inj. Bt 5/1ml (F);injection;7
SANDOSTATINE Amp inj 100µg 1ml Bt 5 (F);SANDOSTATINE Amp inj 100µg 1ml Bt 5 (F);injection;7
SANDOSTATINE LAR 10mg Pdre.P.Susp.Inj. Bt 1Fl+Ser.Pré-remplie de Solv+2Aig (F);SANDOSTATINE LAR 10mg Pdre.P.Susp.Inj. Bt 1Fl+Ser.Pré-remplie de Solv+2Aig (F);injection;7
SANDOSTATINE LAR 20mg Pdre.P.Susp.Inj.Bt 1Fl+Ser Pré-remplie de solv (F);SANDOSTATINE LAR 20mg Pdre.P.Susp.Inj.Bt 1Fl+Ser Pré-remplie de solv (F);injection;7
SANDOSTATINE LAR 30mg Pdre.P.Susp.Inj.Bt1Fl+Ser Pré-remplie de Solv+2Aig (F);SANDOSTATINE LAR 30mg Pdre.P.Susp.Inj.Bt1Fl+Ser Pré-remplie de Solv+2Aig (F);injection;7
SARGENOR 1gr Sol.Buv. Bt 20Amp/5ml;SARGENOR 1gr Sol.Buv. Bt 20Amp/5ml;sirop;7
SARGENOR SANS SUCRE Comp à croquer Bt 18;SARGENOR SANS SUCRE Comp à croquer Bt 18;comprime;7
SAVEROL Gel Derm. Tb 70gr;SAVEROL Gel Derm. Tb 70gr;gel;7
SAVEROL Sol. Bucc. Fl 400ml;SAVEROL Sol. Bucc. Fl 400ml;autre;7
SCITOPLEX 10 10mg Comp.Pell.Séc. Bt 30;SCITOPLEX 10 10mg Comp.Pell.Séc. Bt 30;comprime;7
SECTRAL 200mg Comp.Pell. Bt 20;SECTRAL 200mg Comp.Pell. Bt 20;comprime;7
SECTRAL 400mg Comp.Pell. Bt 30;SECTRAL 400mg Comp.Pell. Bt 30;comprime;7
SEDATIF PC Comp. Bt 90;SEDATIF PC Comp. Bt 90;comprime;7
SEDATYL 100mg Sol.Inj.Bt 4/2ml;SEDATYL 100mg Sol.Inj.Bt 4/2ml;injection;7
SEEBRI BREEZHALER 44µg Pdre. P. Inh. Bucc. Bt 30 +Inh.;SEEBRI BREEZHALER 44µg Pdre. P. Inh. Bucc. Bt 30 +Inh.;poudre;7
SELEXID 200mg Comp. Enr. Bt 12;SELEXID 200mg Comp. Enr. Bt 12;comprime;7
SEPTEAL 0.5% Sol.Ext. Fl 250ml;SEPTEAL 0.5% Sol.Ext. Fl 250ml;autre;7
SEPTISAN 0,5% Sol ext Fl 250ml;SEPTISAN 0,5% Sol ext Fl 250ml;autre;7
SEPTISAN 0,5% Sol. Ext. Fl 500ml;SEPTISAN 0,5% Sol. Ext. Fl 500ml;autre;7
SERC 8mg Comp. Bt 60;SERC 8mg Comp. Bt 60;comprime;7
SERETIDE 50µg/25µg/Dose Susp.P.Inhal. Fl 120Doses;SERETIDE 50µg/25µg/Dose Susp.P.Inhal. Fl 120Doses;autre;7
SERETIDE DISKUS 100/50 Pdre.P.Inhal.Bucc. Fl 60Doses;SERETIDE DISKUS 100/50 Pdre.P.Inhal.Bucc. Fl 60Doses;poudre;7
SERETIDE DISKUS 250/50 Pdre.P.Inhal.Bucc. Fl 60Doses;SERETIDE DISKUS 250/50 Pdre.P.Inhal.Bucc. Fl 60Doses;poudre;7
SERETIDE DISKUS 500/50 Pdre.P.Inhal.Bucc. Fl 60Doses;SERETIDE DISKUS 500/50 Pdre.P.Inhal.Bucc. Fl 60Doses;poudre;7
SEROPLEX 10mg Comp.Pell.Séc. Bt 14;SEROPLEX 10mg Comp.Pell.Séc. Bt 14;comprime;7
SEROPLEX 10mg Comp.Pell.Séc. Bt 28;SEROPLEX 10mg Comp.Pell.Séc. Bt 28;comprime;7
SEROQUEL 100mg Comp.Pell. Bt 60;SEROQUEL 100mg Comp.Pell. Bt 60;comprime;7
SEROQUEL 200mg Comp.Pell. Bt 60;SEROQUEL 200mg Comp.Pell. Bt 60;comprime;7
SEROQUEL 25mg Comp.Pell. Bt 60;SEROQUEL 25mg Comp.Pell. Bt 60;comprime;7
SEROQUEL 300mg Comp.Pell. Bt 60;SEROQUEL 300mg Comp.Pell. Bt 60;comprime;7
SEROQUEL XL 200mg Comp. L.P  Bt 60;SEROQUEL XL 200mg Comp. L.P  Bt 60;comprime;7
SEROQUEL XL 300mg Comp. L.P Bt 60;SEROQUEL XL 300mg Comp. L.P Bt 60;comprime;7
SEROQUEL XL 400mg Comp. L.P Bt 60;SEROQUEL XL 400mg Comp. L.P Bt 60;comprime;7
SEROQUEL XL 50mg Comp. L.P Bt 60;SEROQUEL XL 50mg Comp. L.P Bt 60;comprime;7
SEROTYL 20mg Gél. Bt 20;SEROTYL 20mg Gél. Bt 20;gelule;7
SEROTYL 20mg Gél. Bt 30;SEROTYL 20mg Gél. Bt 30;gelule;7
SEROTYL 20mg/5ml Sol. Buv. Fl 90ml + Cuillère;SEROTYL 20mg/5ml Sol. Buv. Fl 90ml + Cuillère;sirop;7
SERPAFAR 50mg Comp. Sec. Bt 20;SERPAFAR 50mg Comp. Sec. Bt 20;comprime;7
SERPAFAR Comp séc. 50mg Bt 20;SERPAFAR Comp séc. 50mg Bt 20;comprime;7
SERTRALINE SANOFI 50mg Comp.Pell.Séc. Bt 15;SERTRALINE SANOFI 50mg Comp.Pell.Séc. Bt 15;comprime;7
SERVAL 100mg Gél. Bt 30;SERVAL 100mg Gél. Bt 30;gelule;7
SERVAL 25mg Gél. Bt 30;SERVAL 25mg Gél. Bt 30;gelule;7
SERVAL 50mg Gél. Bt 30;SERVAL 50mg Gél. Bt 30;gelule;7
SEVIKAR 20mg/5mg Comp. Pell. Bt 30;SEVIKAR 20mg/5mg Comp. Pell. Bt 30;comprime;7
SEVIKAR 40mg/10mg Comp. Pell. Bt 30;SEVIKAR 40mg/10mg Comp. Pell. Bt 30;comprime;7
SEVIKAR 40mg/5mg Comp. Pell. Bt 30;SEVIKAR 40mg/5mg Comp. Pell. Bt 30;comprime;7
SEVORANE Liquide P. Inh. Fl 250ml;SEVORANE Liquide P. Inh. Fl 250ml;autre;7
SICCAFLUID 0,25% Gel. opht. Fl 10gr;SICCAFLUID 0,25% Gel. opht. Fl 10gr;gel;7
SIFLOKS 500mg Comp Pell. Séc. Bt 28;SIFLOKS 500mg Comp Pell. Séc. Bt 28;comprime;7
SIFLOKS 500mg Comp. Pell. Sec. Bt 14;SIFLOKS 500mg Comp. Pell. Sec. Bt 14;comprime;7
SIFLOKS 500mg Comp.Pell.Séc. Bt 28;SIFLOKS 500mg Comp.Pell.Séc. Bt 28;comprime;7
SIFLOKS 750mg Comp Pell. Séc. Bt 14;SIFLOKS 750mg Comp Pell. Séc. Bt 14;comprime;7
SIFLOKS 750mg Comp Pell. Séc. Bt 28;SIFLOKS 750mg Comp Pell. Séc. Bt 28;comprime;7
SIFROL 0.18mg Comp. Bt 100;SIFROL 0.18mg Comp. Bt 100;comprime;7
SIFROL 0.18mg Comp. Bt 30;SIFROL 0.18mg Comp. Bt 30;comprime;7
SIFROL 0.26mg Comp. LP Bt 10;SIFROL 0.26mg Comp. LP Bt 10;comprime;7
SIFROL 0.26mg Comp. LP Bt 30;SIFROL 0.26mg Comp. LP Bt 30;comprime;7
SIFROL 0.52mg Comp. LP Bt 10;SIFROL 0.52mg Comp. LP Bt 10;comprime;7
SIFROL 0.52mg Comp. LP Bt 30;SIFROL 0.52mg Comp. LP Bt 30;comprime;7
SIFROL 0.70mg Comp. Bt 100;SIFROL 0.70mg Comp. Bt 100;comprime;7
SIFROL 1.05mg Comp. LP Bt 10;SIFROL 1.05mg Comp. LP Bt 10;comprime;7
SIFROL 1.05mg Comp. LP Bt 30;SIFROL 1.05mg Comp. LP Bt 30;comprime;7
SIFROL 2.1mg Comp. LP Bt 30;SIFROL 2.1mg Comp. LP Bt 30;comprime;7
SILVEDERMA 10mg/gr Crème Derm. Tb 50gr;SILVEDERMA 10mg/gr Crème Derm. Tb 50gr;pommade;7
SIMDAX 2.5mg/ml Inj. Bt 10Fl/5ml (F);SIMDAX 2.5mg/ml Inj. Bt 10Fl/5ml (F);injection;7
SIMPONI 50mg Sol.Inj. Bt 1Stylo Pré-rempli /0.5ml (F);SIMPONI 50mg Sol.Inj. Bt 1Stylo Pré-rempli /0.5ml (F);injection;7
SIMVASTATINE ZENTIVA 20mg Comp. Pell. Bt 30;SIMVASTATINE ZENTIVA 20mg Comp. Pell. Bt 30;comprime;7
SIMVAX 20mg Comp.pell.séc. Bt 30;SIMVAX 20mg Comp.pell.séc. Bt 30;comprime;7
SIMVAX 40mg Comp.pell.séc Bt 30;SIMVAX 40mg Comp.pell.séc Bt 30;comprime;7
SINAPRID 0.5% Sol.Buv. Fl 150ml;SINAPRID 0.5% Sol.Buv. Fl 150ml;sirop;7
SINAPRID 200mg Comp.Séc. Bt 10;SINAPRID 200mg Comp.Séc. Bt 10;comprime;7
SINAPRID 50mg Gél. Bt 30;SINAPRID 50mg Gél. Bt 30;gelule;7
SINERDOL 300mg Gél. Bt 1000 DSSB;SINERDOL 300mg Gél. Bt 1000 DSSB;gelule;7
SINGULAIR 10mg Comp.Pell. Bt 28;SINGULAIR 10mg Comp.Pell. Bt 28;comprime;7
SINGULAIR 4mg Granulés LP Bt 28 Sach.;SINGULAIR 4mg Granulés LP Bt 28 Sach.;autre;7
SINGULAIR 5mg Comp. à Croquer Bt 28;SINGULAIR 5mg Comp. à Croquer Bt 28;comprime;7
SINOVIAL 16mg/2ml Sol.Inj. Bt 3 Ser/2ml (F);SINOVIAL 16mg/2ml Sol.Inj. Bt 3 Ser/2ml (F);injection;7
SINTROM 4mg Comp.Séc. Bt 20;SINTROM 4mg Comp.Séc. Bt 20;comprime;7
SINUSPAX Comp. Bt 60;SINUSPAX Comp. Bt 60;comprime;7
SKENAN LP 10mg Gél. à Liberation Prolongée Bt 14;SKENAN LP 10mg Gél. à Liberation Prolongée Bt 14;gelule;7
SKENAN LP 30mg Gél. à Liberation Prolongée  Bt 14;SKENAN LP 30mg Gél. à Liberation Prolongée  Bt 14;gelule;7
SKENAN LP 60mg Gél. Liberation Prolongée Bt 14;SKENAN LP 60mg Gél. Liberation Prolongée Bt 14;gelule;7
SMECTA 3g ORANGE-VANILLE Pdre. P. Susp. Or. Bt 30 Sach.;SMECTA 3g ORANGE-VANILLE Pdre. P. Susp. Or. Bt 30 Sach.;poudre;7
SODIUM BICARBONATE 4.2% Sol Inj P Perf IV Bt/10/10ml;SODIUM BICARBONATE 4.2% Sol Inj P Perf IV Bt/10/10ml;injection;7
SODIUM BICARBONATE 4.2% Sol Inj P Perf IV BT/100/10ml;SODIUM BICARBONATE 4.2% Sol Inj P Perf IV BT/100/10ml;injection;7
SODIUM CHLORURE 0,9% Fl inj 5 ml Bt 100;SODIUM CHLORURE 0,9% Fl inj 5 ml Bt 100;injection;7
SODIUM CHLORURE Fl inj 0,9% 10ml Bt 100;SODIUM CHLORURE Fl inj 0,9% 10ml Bt 100;injection;7
SOL.BICARBONATE SODIUM 1,4% Sol.P.Perf. Fl 500ml;SOL.BICARBONATE SODIUM 1,4% Sol.P.Perf. Fl 500ml;autre;7
SOLACY Adulte Gél. Bt 45;SOLACY Adulte Gél. Bt 45;gelule;7
SOLACY Pédiatrique Comp. Soluble Bt 60;SOLACY Pédiatrique Comp. Soluble Bt 60;comprime;7
SOLARID 100 100mg Comp.Séc. Bt 30;SOLARID 100 100mg Comp.Séc. Bt 30;comprime;7
SOLARID 200mg Comp.Séc. Bt 30;SOLARID 200mg Comp.Séc. Bt 30;comprime;7
SOLARID 200mg Comp.Séc. Bt 60;SOLARID 200mg Comp.Séc. Bt 60;comprime;7
SOLARID 400 400mg Comp.Pell.Séc. Bt 30;SOLARID 400 400mg Comp.Pell.Séc. Bt 30;comprime;7
SOLIAN 100mg Comp.Séc. Bt 30;SOLIAN 100mg Comp.Séc. Bt 30;comprime;7
SOLIAN 400mg Comp.Pell.Séc. Bt 30;SOLIAN 400mg Comp.Pell.Séc. Bt 30;comprime;7
SOLOTIK 100mg Comp.Pell.Séc. Fl 15;SOLOTIK 100mg Comp.Pell.Séc. Fl 15;comprime;7
SOLOTIK 50mg Comp.Pell.Séc. Fl 15;SOLOTIK 50mg Comp.Pell.Séc. Fl 15;comprime;7
SOLOTIK 50mg Comp.Pell.Séc. Fl 30;SOLOTIK 50mg Comp.Pell.Séc. Fl 30;comprime;7
SOLU-MEDROL 20mg/2ml Pdre.Prép.Inj. Bt 1+S/2ml;SOLU-MEDROL 20mg/2ml Pdre.Prép.Inj. Bt 1+S/2ml;injection;7
SOLU-MEDROL 40mg/2ml Pdre.Prép.Inj Bt 1 + S/2ml;SOLU-MEDROL 40mg/2ml Pdre.Prép.Inj Bt 1 + S/2ml;poudre;7
SOLUPRED 20mg Comp.Efferv. Fl 20;SOLUPRED 20mg Comp.Efferv. Fl 20;comprime;7
SOLUPRED 5mg Comp.Efferv. Fl 30;SOLUPRED 5mg Comp.Efferv. Fl 30;comprime;7
SOLUTION/DIALYSE PERITONEALE AVEC GLUCOSE FORMULE 091 Poche 2000ml;SOLUTION/DIALYSE PERITONEALE AVEC GLUCOSE FORMULE 091 Poche 2000ml;autre;7
SOMATULINE LP 120mg Sol.Inj. Bt 1Ser./0.5ml (F);SOMATULINE LP 120mg Sol.Inj. Bt 1Ser./0.5ml (F);injection;7
SOMATULINE LP 30mg Pdre.Prép.Inj. Bt 1Fl+Solv. (F);SOMATULINE LP 30mg Pdre.Prép.Inj. Bt 1Fl+Solv. (F);injection;7
SOMATULINE LP 60mg Sol.Inj. Bt 1Ser. Pré-remplie/ 0.5ml (F);SOMATULINE LP 60mg Sol.Inj. Bt 1Ser. Pré-remplie/ 0.5ml (F);injection;7
SOMATULINE LP 90mg Sol.Inj. Bt 1Ser. Pré-remlpie/0.5ml (F);SOMATULINE LP 90mg Sol.Inj. Bt 1Ser. Pré-remlpie/0.5ml (F);injection;7
SOMEX 10mg Comp.Pell.Séc. Bt 15;SOMEX 10mg Comp.Pell.Séc. Bt 15;comprime;7
SORBITOCHOLINE Amp.Buv. Bt 100/10ml;SORBITOCHOLINE Amp.Buv. Bt 100/10ml;sirop;7
SORBITOCHOLINE Sol.Buv. Bt 20Amp/10ml;SORBITOCHOLINE Sol.Buv. Bt 20Amp/10ml;sirop;7
SORBITOL 5gr Pdre.Susp.Or. Bt 60 Sachets;SORBITOL 5gr Pdre.Susp.Or. Bt 60 Sachets;poudre;7
SORBITOL Sach pdre 5gr Bt 20;SORBITOL Sach pdre 5gr Bt 20;poudre;7
SOTALOL MYLAN 160mg Comp. Séc Bt 30;SOTALOL MYLAN 160mg Comp. Séc Bt 30;comprime;7
SOUFRANE 2% Spray Nasal Fl 15ml;SOUFRANE 2% Spray Nasal Fl 15ml;autre;7
SOULADOL 100 100mg/2ml Sol.Inj. Bt 5/2ml;SOULADOL 100 100mg/2ml Sol.Inj. Bt 5/2ml;injection;7
SPACINOL 80mg Comp.Orodispers. Bt 10;SPACINOL 80mg Comp.Orodispers. Bt 10;comprime;7
SPACINOL 80mg Comp.Orodispers. Bt 20;SPACINOL 80mg Comp.Orodispers. Bt 20;comprime;7
SPASMED Sol. inj. Bt 6 x 4ml;SPASMED Sol. inj. Bt 6 x 4ml;injection;7
SPASMED Sol.Inj. Bt 6/4ml;SPASMED Sol.Inj. Bt 6/4ml;injection;7
SPASMOCALM 80mg Comp.Orodispers. Bt 20;SPASMOCALM 80mg Comp.Orodispers. Bt 20;comprime;7
SPASMOMEN 40mg Comp drag. Bt 30;SPASMOMEN 40mg Comp drag. Bt 30;comprime;7
SPASTOP 40mg Comp.Pell. Bt 30;SPASTOP 40mg Comp.Pell. Bt 30;comprime;7
SPIRA 1.5MU Comp.Pell. Bt 500;SPIRA 1.5MU Comp.Pell. Bt 500;comprime;7
SPIRA 1.5MUI 1.5MU Comp.Pell. Bt 16;SPIRA 1.5MUI 1.5MU Comp.Pell. Bt 16;comprime;7
SPIRA 3MUI 3MU Comp.Pell. Bt 500;SPIRA 3MUI 3MU Comp.Pell. Bt 500;comprime;7
SPIRA 3MUI Comp.Pell. Bt 10;SPIRA 3MUI Comp.Pell. Bt 10;comprime;7
SPIRAZOL 0.75mUI/125mg Comp pell. Bt 20;SPIRAZOL 0.75mUI/125mg Comp pell. Bt 20;comprime;7
SPIRIVA 18mcg Pdre/inhalation Bucc.Bt 30 Gél.+Inhalateur;SPIRIVA 18mcg Pdre/inhalation Bucc.Bt 30 Gél.+Inhalateur;gelule;7
SPIRIVA RESPIMAT 2.5µG/Dose Sol.Bt 1Inhalateur +1Cartouche de 60Doses;SPIRIVA RESPIMAT 2.5µG/Dose Sol.Bt 1Inhalateur +1Cartouche de 60Doses;autre;7
SPIROGYL 0.75MUI/125mg Comp.Pell. Bt 20;SPIROGYL 0.75MUI/125mg Comp.Pell. Bt 20;comprime;7
SPIROGYL 750mU/125mg Comp.Pell. Bt 500;SPIROGYL 750mU/125mg Comp.Pell. Bt 500;comprime;7
SPIROX 1.5MUI Comp.Pell. Bt 16;SPIROX 1.5MUI Comp.Pell. Bt 16;comprime;7
SPIROX 3MUI Comp. Pell. Bt 10;SPIROX 3MUI Comp. Pell. Bt 10;comprime;7
SPIROX 3MUI Comp.Pell. Bt 10;SPIROX 3MUI Comp.Pell. Bt 10;comprime;7
SPORALIM 1% Lotion Fl 30ml;SPORALIM 1% Lotion Fl 30ml;autre;7
SPORANOX 10mg/ml Sol.Buv. Fl 150ml;SPORANOX 10mg/ml Sol.Buv. Fl 150ml;sirop;7
SPORTENINE Comp. à Croquer Bt 22;SPORTENINE Comp. à Croquer Bt 22;comprime;7
SPRYCEL 50mg Comp.Pell. Bt 60;SPRYCEL 50mg Comp.Pell. Bt 60;comprime;7
SPRYCEL 70mg Comp.Pell. Bt 60;SPRYCEL 70mg Comp.Pell. Bt 60;comprime;7
SRILANE Pde Derm. Tb 60gr;SRILANE Pde Derm. Tb 60gr;pommade;7
STABLON Comp Enr. Bt 30;STABLON Comp Enr. Bt 30;comprime;7
STALORAL DPT/DF Flacon Entretien (1 x 300 IR) (F);STALORAL DPT/DF Flacon Entretien (1 x 300 IR) (F);autre;7
STATINOR 10mg Comp.Pell. Bt 30;STATINOR 10mg Comp.Pell. Bt 30;comprime;7
STATINOR 10mg Comp.Pell. Bt 60;STATINOR 10mg Comp.Pell. Bt 60;comprime;7
STATINOR 10mg Comp.Pell. Bt 90;STATINOR 10mg Comp.Pell. Bt 90;comprime;7
STATINOR 20mg Comp.Pell. Bt 30;STATINOR 20mg Comp.Pell. Bt 30;comprime;7
STATINOR 20mg Comp.Pell. Bt 60;STATINOR 20mg Comp.Pell. Bt 60;comprime;7
STATINOR 20mg Comp.Pell. Bt 90;STATINOR 20mg Comp.Pell. Bt 90;comprime;7
STATINOR 40mg Comp.Pell. Bt 30;STATINOR 40mg Comp.Pell. Bt 30;comprime;7
STELAR 10mg Glés.P.Susp.Buv. Bt 14 Sachets;STELAR 10mg Glés.P.Susp.Buv. Bt 14 Sachets;sirop;7
STELAR 10mg Granulés P.Susp.Buv. Bt 28Sach.;STELAR 10mg Granulés P.Susp.Buv. Bt 28Sach.;sirop;7
STELAR 20mg Gél. Gastro-résistante Bt 14;STELAR 20mg Gél. Gastro-résistante Bt 14;gelule;7
STELAR 20mg Gél. Gastro-résistante Bt 28;STELAR 20mg Gél. Gastro-résistante Bt 28;gelule;7
STELAR 20mg Gél. gastro-résistante Bt 7;STELAR 20mg Gél. gastro-résistante Bt 7;gelule;7
STELAR 40mg Gél. Gastro-résistante  Bt 28;STELAR 40mg Gél. Gastro-résistante  Bt 28;gelule;7
STELAR 40mg Gél. Gastro-résistante Bt 14;STELAR 40mg Gél. Gastro-résistante Bt 14;gelule;7
STELAR 40mg Gél. Gastro-résistante Bt 7;STELAR 40mg Gél. Gastro-résistante Bt 7;gelule;7
STER-DEX Pde. Opht. Bt 12 Recipients Unidoses;STER-DEX Pde. Opht. Bt 12 Recipients Unidoses;pommade;7
STER-DEX Pde.Opht. Bt 12 Recipients Unidoses;STER-DEX Pde.Opht. Bt 12 Recipients Unidoses;pommade;7
STEROGYL 2MUI/100ml Gttes. Buv. Fl 20ml;STEROGYL 2MUI/100ml Gttes. Buv. Fl 20ml;sirop;7
STIGMINE 0.5mg/ml Sol.Inj. Bt 6/1ml;STIGMINE 0.5mg/ml Sol.Inj. Bt 6/1ml;injection;7
STILNOX 10mg Comp.Pell.Séc. Bt 14;STILNOX 10mg Comp.Pell.Séc. Bt 14;comprime;7
STIMOL 1gr Pdre.Or.Efferv. Bt 18 Sachets;STIMOL 1gr Pdre.Or.Efferv. Bt 18 Sachets;poudre;7
STOCRIN 200mg Comp.Pell. Bt 90;STOCRIN 200mg Comp.Pell. Bt 90;comprime;7
STODAL Sirop Fl 200ml;STODAL Sirop Fl 200ml;sirop;7
STOPALGIC 1000mg Comp.Séc. Bt 8;STOPALGIC 1000mg Comp.Séc. Bt 8;comprime;7
STOPALGIC 10mg/ml Sol.Inj.P.Perf. Bt 1Fl /100ml;STOPALGIC 10mg/ml Sol.Inj.P.Perf. Bt 1Fl /100ml;injection;7
STOPALGIC 500mg Comp.Séc. Bt 20;STOPALGIC 500mg Comp.Séc. Bt 20;comprime;7
STOPALGIC CODEINE 300/25 300mg/25mg Comp. Bt 16;STOPALGIC CODEINE 300/25 300mg/25mg Comp. Bt 16;comprime;7
STOPALGIC CODEINE 600/50 600mg/50mg Comp. Bt 12;STOPALGIC CODEINE 600/50 600mg/50mg Comp. Bt 12;comprime;7
STOPIMMO 500 500mg Comp. Pell. Bt 30;STOPIMMO 500 500mg Comp. Pell. Bt 30;comprime;7
STRATTERA 10mg Gél. Bt 28;STRATTERA 10mg Gél. Bt 28;gelule;7
STRATTERA 18mg Gél. Bt 28;STRATTERA 18mg Gél. Bt 28;gelule;7
STRATTERA 25mg Gél. Bt 28;STRATTERA 25mg Gél. Bt 28;gelule;7
STRATTERA 40mg Gél. Bt 28;STRATTERA 40mg Gél. Bt 28;gelule;7
STRATTERA 60mg Gél. Bt 28;STRATTERA 60mg Gél. Bt 28;gelule;7
STREPSILS Orange With Vitamine C Pastilles Bt 36;STREPSILS Orange With Vitamine C Pastilles Bt 36;autre;7
STREPTOMYCINE SULFATE 1gr Inj. Bt 50;STREPTOMYCINE SULFATE 1gr Inj. Bt 50;injection;7
STRESAM 50mg Gél. Bt 60;STRESAM 50mg Gél. Bt 60;gelule;7
STRUCTOFLEX 625mg Gél. Bt 60;STRUCTOFLEX 625mg Gél. Bt 60;gelule;7
STRUCTOVIAL 20mg/2ml Sol.Inj. Bt 1Ser. Pré-remplie /2ml;STRUCTOVIAL 20mg/2ml Sol.Inj. Bt 1Ser. Pré-remplie /2ml;injection;7
STRUCTUM 500mg Gél. Bt 60;STRUCTUM 500mg Gél. Bt 60;gelule;7
SUCRAZIDE 5mg Comp.Séc. Bt 30;SUCRAZIDE 5mg Comp.Séc. Bt 30;comprime;7
SUCRAZIDE 5mg Comp.Sec.Bt 30;SUCRAZIDE 5mg Comp.Sec.Bt 30;comprime;7
SUFENTA 50µg/10ml Sol. Inj. Bt 10/10ml;SUFENTA 50µg/10ml Sol. Inj. Bt 10/10ml;injection;7
SUFENTAMED 10µg/2ml Sol.Inj. Bt 5/2ml;SUFENTAMED 10µg/2ml Sol.Inj. Bt 5/2ml;injection;7
SUFENTANIL MYLAN 10µg/2ml Sol. Inj. Bt 20/2ml;SUFENTANIL MYLAN 10µg/2ml Sol. Inj. Bt 20/2ml;injection;7
SULFAGUANIDINE 500mg Comp. Bt 20;SULFAGUANIDINE 500mg Comp. Bt 20;comprime;7
