compte;libelle;text
7;POLYETHYLENE GLYCOL  3350-4000 - ILAX 10gr Pdre. Sol. Or. Bt 20 Sachets;POLYETHYLENE GLYCOL  3350-4000 - ILAX 10gr Pdre. Sol. Or. Bt 20 Sachets
7;POLYETHYLENE GLYCOL  3350-4000 - ILAX 4gr Pdre. Sol. Or. Bt 20 Sachets;POLYETHYLENE GLYCOL  3350-4000 - ILAX 4gr Pdre. Sol. Or. Bt 20 Sachets
7;POLYETHYLENE GLYCOL  3350-4000 - KLEAN PREP Pdre Sol Or sachet Bt 2;POLYETHYLENE GLYCOL  3350-4000 - KLEAN PREP Pdre Sol Or sachet Bt 2
7;POLYETHYLENE GLYCOL  3350-4000 - KLEAN PREP Pdre Sol Or sachet Bt 4;POLYETHYLENE GLYCOL  3350-4000 - KLEAN PREP Pdre Sol Or sachet Bt 4
7;POLYETHYLENE GLYCOL  3350-4000 - MOVICOL Pdre Sol Or sachet 13.12gr  Bt 20;POLYETHYLENE GLYCOL  3350-4000 - MOVICOL Pdre Sol Or sachet 13.12gr  Bt 20
7;POLYETHYLENE GLYCOL  3350-4000 - OSMOLAX Pdre Sol Or sachet Bt 20;POLYETHYLENE GLYCOL  3350-4000 - OSMOLAX Pdre Sol Or sachet Bt 20
7;POLYETHYLENE GLYCOL  3350-4000 - OSMOLAX pédiatrique 4gr pdre sol or Bt 20 sachets;POLYETHYLENE GLYCOL  3350-4000 - OSMOLAX pédiatrique 4gr pdre sol or Bt 20 sachets
7;STATINES DEUXIEME PALIER - ATORVEX 20mg Comp pell Fl 30;STATINES DEUXIEME PALIER - ATORVEX 20mg Comp pell Fl 30
7;STATINES DEUXIEME PALIER - ATORVEX 20mg Comp.Pell. Fl 90;STATINES DEUXIEME PALIER - ATORVEX 20mg Comp.Pell. Fl 90
7;STATINES DEUXIEME PALIER - CRESTOR  Comp Pell. 10mg Bt 28;STATINES DEUXIEME PALIER - CRESTOR  Comp Pell. 10mg Bt 28
7;STATINES DEUXIEME PALIER - CRESTOR 10mg Comp.Pell. Bt 30;STATINES DEUXIEME PALIER - CRESTOR 10mg Comp.Pell. Bt 30
7;STATINES DEUXIEME PALIER - LESCOL Gélule 40mg Bt 28;STATINES DEUXIEME PALIER - LESCOL Gélule 40mg Bt 28
7;STATINES DEUXIEME PALIER - LESCOL Gélule 40mg Bt 28;STATINES DEUXIEME PALIER - LESCOL Gélule 40mg Bt 28
7;STATINES DEUXIEME PALIER - LIPICARD 40mg Comp.Pell.Séc. Bt 56;STATINES DEUXIEME PALIER - LIPICARD 40mg Comp.Pell.Séc. Bt 56
7;STATINES DEUXIEME PALIER - LIPICARD 40mg Comp.Pell.Séc. Bt 98;STATINES DEUXIEME PALIER - LIPICARD 40mg Comp.Pell.Séc. Bt 98
7;STATINES DEUXIEME PALIER - LIPICARD Comp pell sec 40 mg Bt 28;STATINES DEUXIEME PALIER - LIPICARD Comp pell sec 40 mg Bt 28
7;STATINES DEUXIEME PALIER - LUVINSTA 40mg Gél. Bt 30;STATINES DEUXIEME PALIER - LUVINSTA 40mg Gél. Bt 30
7;STATINES DEUXIEME PALIER - REDULIP 40mg  Comp.Pell.Séc. Bt 90;STATINES DEUXIEME PALIER - REDULIP 40mg  Comp.Pell.Séc. Bt 90
7;STATINES DEUXIEME PALIER - REDULIP Comp pell. 40mg Bt 30;STATINES DEUXIEME PALIER - REDULIP Comp pell. 40mg Bt 30
7;STATINES DEUXIEME PALIER - ROSUVASTATINE ZENTIVA 10mg Comp.Pell.Séc. Bt 30;STATINES DEUXIEME PALIER - ROSUVASTATINE ZENTIVA 10mg Comp.Pell.Séc. Bt 30
7;STATINES DEUXIEME PALIER - SIMVAX 40mg Comp pell séc Bt 30;STATINES DEUXIEME PALIER - SIMVAX 40mg Comp pell séc Bt 30
7;STATINES DEUXIEME PALIER - STATINOR 20mg Comp.Pell.  Bt 30;STATINES DEUXIEME PALIER - STATINOR 20mg Comp.Pell.  Bt 30
7;STATINES DEUXIEME PALIER - STATINOR 20mg Comp.Pell. Bt 60;STATINES DEUXIEME PALIER - STATINOR 20mg Comp.Pell. Bt 60
7;STATINES DEUXIEME PALIER - STATINOR 20mg Comp.Pell.Bt 90;STATINES DEUXIEME PALIER - STATINOR 20mg Comp.Pell.Bt 90
7;STATINES DEUXIEME PALIER - SUPERSTAT 10mg Comp.Pell. Bt 30;STATINES DEUXIEME PALIER - SUPERSTAT 10mg Comp.Pell. Bt 30
7;STATINES DEUXIEME PALIER - SUPERSTAT 10mg Comp.Pell. Bt 90;STATINES DEUXIEME PALIER - SUPERSTAT 10mg Comp.Pell. Bt 90
7;STATINES DEUXIEME PALIER - TAHOR 20mg Comp pell Bt 28;STATINES DEUXIEME PALIER - TAHOR 20mg Comp pell Bt 28
7;STATINES DEUXIEME PALIER - TAHOR 20mg Comp.Pell. Bt 28;STATINES DEUXIEME PALIER - TAHOR 20mg Comp.Pell. Bt 28
7;STATINES DEUXIEME PALIER - TORVA  Comp pell 20mg Bt 30;STATINES DEUXIEME PALIER - TORVA  Comp pell 20mg Bt 30
7;STATINES DEUXIEME PALIER - TORVA 20mg Comp.Pell. Bt 60;STATINES DEUXIEME PALIER - TORVA 20mg Comp.Pell. Bt 60
7;STATINES DEUXIEME PALIER - TORVA 20mg Comp.Pell. Bt 90;STATINES DEUXIEME PALIER - TORVA 20mg Comp.Pell. Bt 90
7;STATINES DEUXIEME PALIER - VASCOR 40mg  Comp.Pell.Séc. Bt 90;STATINES DEUXIEME PALIER - VASCOR 40mg  Comp.Pell.Séc. Bt 90
7;STATINES DEUXIEME PALIER - VASCOR Comp pell. 40mg Bt 28;STATINES DEUXIEME PALIER - VASCOR Comp pell. 40mg Bt 28
7;STATINES DEUXIEME PALIER - VISSEN 10mg Comp.Pell. Bt 30;STATINES DEUXIEME PALIER - VISSEN 10mg Comp.Pell. Bt 30
7;STATINES DEUXIEME PALIER - VISSEN 10mg Comp.Pell. Bt 90;STATINES DEUXIEME PALIER - VISSEN 10mg Comp.Pell. Bt 90
7;STATINES DEUXIEME PALIER - ZOVATIN 40 40mg Comp.Pell.Séc. Bt 60;STATINES DEUXIEME PALIER - ZOVATIN 40 40mg Comp.Pell.Séc. Bt 60
7;STATINES DEUXIEME PALIER - ZOVATIN 40 40mg Comp.Pell.Séc. Bt 90;STATINES DEUXIEME PALIER - ZOVATIN 40 40mg Comp.Pell.Séc. Bt 90
7;STATINES DEUXIEME PALIER - ZOVATIN Comp 40mg Bt 30;STATINES DEUXIEME PALIER - ZOVATIN Comp 40mg Bt 30
7;MAGNESIUM CHLORURE - MAGNESIE SAN PELLEGRINO AVEC AROME Pdre or efferv. Fl 125gr;MAGNESIUM CHLORURE - MAGNESIE SAN PELLEGRINO AVEC AROME Pdre or efferv. Fl 125gr
7;MAGNESIUM CHLORURE - MAGNESIE SAN PELLEGRINO Pdre eff.Fl 125gr;MAGNESIUM CHLORURE - MAGNESIE SAN PELLEGRINO Pdre eff.Fl 125gr
7;MAGNESIUM CHLORURE - PREFAGYL Comp Eff B/20;MAGNESIUM CHLORURE - PREFAGYL Comp Eff B/20
7;MAGNESIUM HYDROXYDE - UVIMAG B6 Amp Buv 0,5gr/10ml Bt 20;MAGNESIUM HYDROXYDE - UVIMAG B6 Amp Buv 0,5gr/10ml Bt 20
7;MAGNESIUM HYDROXYDE - UVIMAG B6 Amp Buv 0.5gr/10ml;MAGNESIUM HYDROXYDE - UVIMAG B6 Amp Buv 0.5gr/10ml
7;MAGNESIUM HYDROXYDE - UVIMAG B6 Amp buv Bt/20/10ml;MAGNESIUM HYDROXYDE - UVIMAG B6 Amp buv Bt/20/10ml
7;MAGNESIUM OXYDE / MEPROBAMATE - KAOLOGEAIS Glé 200mg/10gr Fl 250gr;MAGNESIUM OXYDE / MEPROBAMATE - KAOLOGEAIS Glé 200mg/10gr Fl 250gr
7;MAGNESIUM OXYDE / MEPROBAMATE - KAOLOGEAIS Glé 200mg/10gr Fl 250gr;MAGNESIUM OXYDE / MEPROBAMATE - KAOLOGEAIS Glé 200mg/10gr Fl 250gr
7;MAGNESIUM OXYDE / MEPROBAMATE - KAOLOGEAIS Glé 200mg/10gr Fl 250gr;MAGNESIUM OXYDE / MEPROBAMATE - KAOLOGEAIS Glé 200mg/10gr Fl 250gr
7;MAGNESIUM PIDOLATE - MG 2 PLUS 122mg/10ml Sol.Buv. Bt 20 Sachets-Dose/10ml;MAGNESIUM PIDOLATE - MG 2 PLUS 122mg/10ml Sol.Buv. Bt 20 Sachets-Dose/10ml
7;MAGNESIUM PIDOLATE - MG 2 PLUS Sol buv. Fl 10ml Bt 20;MAGNESIUM PIDOLATE - MG 2 PLUS Sol buv. Fl 10ml Bt 20
7;MAGNESIUM PIDOLATE - TOP MAG Sachet Bt 30;MAGNESIUM PIDOLATE - TOP MAG Sachet Bt 30
7;MALATHION - PARA PLUS Spray Sol Us Ext  Fl 90gr;MALATHION - PARA PLUS Spray Sol Us Ext  Fl 90gr
7;MAPROTILINE CHLORHYDRATE - LUDIOMIL 25mg Comp.Pell.Séc. Bt 50;MAPROTILINE CHLORHYDRATE - LUDIOMIL 25mg Comp.Pell.Séc. Bt 50
7;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 25mg Bt 50;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 25mg Bt 50
7;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 25mg Bt 50;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 25mg Bt 50
7;MAPROTILINE CHLORHYDRATE - LUDIOMIL 75mg Comp.Séc. Bt 20;MAPROTILINE CHLORHYDRATE - LUDIOMIL 75mg Comp.Séc. Bt 20
7;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 75mg Bt 20;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 75mg Bt 20
7;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 75mg Bt 28;MAPROTILINE CHLORHYDRATE - LUDIOMIL Comp pell sec 75mg Bt 28
7;MEBEVERINE - COLOPRIV  Gélule 200mg Bt 30;MEBEVERINE - COLOPRIV  Gélule 200mg Bt 30
7;MEBEVERINE - DUSPATALIN Gélule 200mg Bt 16;MEBEVERINE - DUSPATALIN Gélule 200mg Bt 16
7;MEBEVERINE - DUSPATALIN Comp enr 100mg Bt 30;MEBEVERINE - DUSPATALIN Comp enr 100mg Bt 30
7;MEDROXYPROGESTERONE ACETATE - DEPO-PRODASONE Fl Inj 250mg Fl 5ml;MEDROXYPROGESTERONE ACETATE - DEPO-PRODASONE Fl Inj 250mg Fl 5ml
7;MEDROXYPROGESTERONE ACETATE - FARLUTAL Comp 500mg Bt 30;MEDROXYPROGESTERONE ACETATE - FARLUTAL Comp 500mg Bt 30
7;MELOXICAM - MOBIC Comp sec 7.5mg Bt 14;MELOXICAM - MOBIC Comp sec 7.5mg Bt 14
7;MELOXICAM - MOVEN 7.5mg Gél. Bt 10;MELOXICAM - MOVEN 7.5mg Gél. Bt 10
7;MENTHOL / CAMPHRE - BAUME CALMOL Pde  60gr;MENTHOL / CAMPHRE - BAUME CALMOL Pde  60gr
7;MENTHOL - CALYPTINE Crème Nourr Tb 40gr;MENTHOL - CALYPTINE Crème Nourr Tb 40gr
7;MENTHOL - CHEFIX LINIMENT Liniment Fl 5ml;MENTHOL - CHEFIX LINIMENT Liniment Fl 5ml
7;MENTHOL - CREME DECONTRACTANTE LAINO Crème Derm  Tb 75gr;MENTHOL - CREME DECONTRACTANTE LAINO Crème Derm  Tb 75gr
7;MESALAZINE - PENTASA  Glé Sach 1gr  Bt 2*60;MESALAZINE - PENTASA  Glé Sach 1gr  Bt 2*60
7;RACECADOTRIL - TIORFAN Gélule  100mg Bt 20;RACECADOTRIL - TIORFAN Gélule  100mg Bt 20
7;MESALAZINE - FIVASA Comp 400mg Bt 100;MESALAZINE - FIVASA Comp 400mg Bt 100
7;MESALAZINE - FIVASA Comp 800mg Bt 90;MESALAZINE - FIVASA Comp 800mg Bt 90
7;MESALAZINE - MESATEC Comp 500mg Gastro-résist. Bt 120;MESALAZINE - MESATEC Comp 500mg Gastro-résist. Bt 120
7;MESALAZINE - MESATEC Comp 500mg Gastro-résist. Bt 60;MESALAZINE - MESATEC Comp 500mg Gastro-résist. Bt 60
7;MESALAZINE - PENTASA Comp sec 500mg Bt 100;MESALAZINE - PENTASA Comp sec 500mg Bt 100
7;MESALAZINE - ROWASA Comp Gastro-résist 500mg Bt 90;MESALAZINE - ROWASA Comp Gastro-résist 500mg Bt 90
7;MESALAZINE - PENTASA Sol Rect 1gr/100ml Bt 5Fl;MESALAZINE - PENTASA Sol Rect 1gr/100ml Bt 5Fl
7;MESALAZINE - PENTASA Suppo 1gr Bt 17;MESALAZINE - PENTASA Suppo 1gr Bt 15
7;MESALAZINE - CINKASA 500mg Suppo. Bt 17;MESALAZINE - CINKASA 500mg Suppo. Bt 15
7;MESALAZINE - FIVASA Suppo 500mg Bt 30;MESALAZINE - FIVASA Suppo 500mg Bt 30
7;MESALAZINE - ROWASA Suppo 500mg Bt 17;MESALAZINE - ROWASA Suppo 500mg Bt 15
7;MESTEROLONE - PROVIRON Comp 25mg Bt 20;MESTEROLONE - PROVIRON Comp 25mg Bt 20
7;METHOTREXATE - METHOTREXATE Fl Inj 5mg Bt 1+1;METHOTREXATE - METHOTREXATE Fl Inj 5mg Bt 1+1
7;METHOXY- 5 SALICYLATE D'ETHYLE - ARTHROL Liniment Fl 20gr+Tampon;METHOXY- 5 SALICYLATE D'ETHYLE - ARTHROL Liniment Fl 20gr+Tampon
7;METHOXY- 5 SALICYLATE D'ETHYLE - ARTHROL Liniment Fl 50gr;METHOXY- 5 SALICYLATE D'ETHYLE - ARTHROL Liniment Fl 50gr
7;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA 5% Sol us ext Fl 1000ml;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA 5% Sol us ext Fl 1000ml
7;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA 5% Sol.Ext. Fl 1000ml;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA 5% Sol.Ext. Fl 1000ml
7;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA PURE sol derm  1000ml;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA PURE sol derm  1000ml
7;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA sol derm 5% Fl 250ml;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA sol derm 5% Fl 250ml
7;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA sol derm 5% Fl 500ml;SODIUM HYPOCHLORITE/SODIUM CHLORURE - AMUCHINA sol derm 5% Fl 500ml
7;METHYLENECYCLINE - PHYSIOMYCINE 300mg Gél. Bt 16;METHYLENECYCLINE - PHYSIOMYCINE 300mg Gél. Bt 16
7;METHYLENECYCLINE - PHYSIOMYCINE Gélule 300mg Bt 16;METHYLENECYCLINE - PHYSIOMYCINE Gélule 300mg Bt 16
7;METHYLPREDNISOLONE - MEDROL Comp sec 16mg Bt 20;METHYLPREDNISOLONE - MEDROL Comp sec 16mg Bt 20
7;METHYLPREDNISOLONE - MEDROL Comp sec 4mg Bt 30;METHYLPREDNISOLONE - MEDROL Comp sec 4mg Bt 30
7;METHYLPREDNISOLONE ACETATE - DEPO MEDROL Amp Inj 80mg/2ml;METHYLPREDNISOLONE ACETATE - DEPO MEDROL Amp Inj 80mg/2ml
7;METHYLPREDNISOLONE HEMISUCCINATE - MP 20 Fl inj 20mg Bt 1+1;METHYLPREDNISOLONE HEMISUCCINATE - MP 20 Fl inj 20mg Bt 1+1
7;METHYLPREDNISOLONE HEMISUCCINATE - SOLU-MEDROL Fl inj 20mg Bt 1+1;METHYLPREDNISOLONE HEMISUCCINATE - SOLU-MEDROL Fl inj 20mg Bt 1+1
7;METHYLPREDNISOLONE HEMISUCCINATE - SOLU-MEDROL Fl inj 20mg Bt 1+1;METHYLPREDNISOLONE HEMISUCCINATE - SOLU-MEDROL Fl inj 20mg Bt 1+1
7;N-METHYL -8 HYDROXYQUINOLEINIUM METHYLSULFATE - UVELINE Collyre 0.5% Fl 10ml;N-METHYL -8 HYDROXYQUINOLEINIUM METHYLSULFATE - UVELINE Collyre 0.5% Fl 10ml
7;METHYLTHIONINIUM HYDROXYDE - COLLYRE BLEU LAITER Collyre Fl 10ml;METHYLTHIONINIUM HYDROXYDE - COLLYRE BLEU LAITER Collyre Fl 10ml
7;METOCLOPRAMIDE - PRADIS Suppo 10mg Bt 10;METOCLOPRAMIDE - PRADIS Suppo 10mg Bt 10
7;METRONIDAZOLE - FLAGYL Susp Buv 4% Fl 120ml;METRONIDAZOLE - FLAGYL Susp Buv 4% Fl 120ml
7;METRONIDAZOLE - METRONIDAZOLE Susp Buv 4% Fl 120ml;METRONIDAZOLE - METRONIDAZOLE Susp Buv 4% Fl 120ml
7;METRONIDAZOLE - TAMIZOL 4% Susp. Buv. Fl 125ml;METRONIDAZOLE - TAMIZOL 4% Susp. Buv. Fl 125ml
7;MICONAZOLE NITRATE - DAKTARIN Gel Buccal 2% Tb 40gr;MICONAZOLE NITRATE - DAKTARIN Gel Buccal 2% Tb 40gr
7;MICONAZOLE NITRATE - DAKTARIN Gel Buccal 2% Tb 40gr;MICONAZOLE NITRATE - DAKTARIN Gel Buccal 2% Tb 40gr
7;MICONAZOLE NITRATE - GYNO DAKTARIN Gel Gyn 100mg/5gr  Tb 70gr;MICONAZOLE NITRATE - GYNO DAKTARIN Gel Gyn 100mg/5gr  Tb 70gr
7;MICONAZOLE NITRATE - MICONAL Caps Gyn 1200mg Bt 2;MICONAZOLE NITRATE - MICONAL Caps Gyn 1200mg Bt 2
7;MILNACIPRAN - IXEL Gélule 25mg Bt 56;MILNACIPRAN - IXEL Gélule 25mg Bt 56
7;MILNACIPRAN - IXEL Gélule 50mg Bt 56;MILNACIPRAN - IXEL Gélule 50mg Bt 56
7;MINOCYCLINE - MYNOCINE Gélule 100mg B/12;MINOCYCLINE - MYNOCINE Gélule 100mg B/12
7;MOLSIDOMINE - ANGORAL Comp sec 4mg Bt 30;MOLSIDOMINE - ANGORAL Comp sec 4mg Bt 30
7;MOLSIDOMINE - CARDOMINE Comp 4mg Bt 30;MOLSIDOMINE - CARDOMINE Comp 4mg Bt 30
7;MOLSIDOMINE - CORVASAL Comp 4mg Bt 30;MOLSIDOMINE - CORVASAL Comp 4mg Bt 30
7;MOLSIDOMINE - CORVASAL Comp sec 4mg Bt 30;MOLSIDOMINE - CORVASAL Comp sec 4mg Bt 30
7;MOLSIDOMINE - DILACOR 4mg Comp. Bt 90;MOLSIDOMINE - DILACOR 4mg Comp. Bt 90
7;MOLSIDOMINE - DILACOR Comp 4mg Bt 30;MOLSIDOMINE - DILACOR Comp 4mg Bt 30
7;MOLSIDOMINE - MOLSICOR 4mg Comp séc Bt 30;MOLSIDOMINE - MOLSICOR 4mg Comp séc Bt 30
7;MOLSIDOMINE - MOLSIDOMINE Winthrop Comp sec 4mg Bt 30;MOLSIDOMINE - MOLSIDOMINE Winthrop Comp sec 4mg Bt 30
7;MOMETASONE FUROATE - NASONEX Susp Nas 50µg/Dose Fl 120Doses;MOMETASONE FUROATE - NASONEX Susp Nas 50µg/Dose Fl 120Doses
7;MONTMORILLONITE BEIDELLITE - BEDELIX Pdre Susp Or 3 gr Bt 30sach;MONTMORILLONITE BEIDELLITE - BEDELIX Pdre Susp Or 3 gr Bt 30sach
7;MUPIROCINE - BACTROBAN Pde Nas  2% Tb 15gr;MUPIROCINE - BACTROBAN Pde Nas  2% Tb 15gr
7;MUPIROCINE - BACTROBAN Pde Nas  2% Tb 15gr;MUPIROCINE - BACTROBAN Pde Nas  2% Tb 15gr
7;MYRTICAINE / AMINO ACETATE BASIQUE Al / GALACTANE SULFATE - ACIDRINE Comp 250mg Bt 40;MYRTICAINE / AMINO ACETATE BASIQUE Al / GALACTANE SULFATE - ACIDRINE Comp 250mg Bt 40
7;INHIBITEUR DE LA POMPE A PROTONS - BELIFAX Gélule 10mg Fl 14;INHIBITEUR DE LA POMPE A PROTONS - BELIFAX Gélule 10mg Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - ESOMEPRAZOLE ZENTIVA 20mg Gél. Gastroresist. Bt 14;INHIBITEUR DE LA POMPE A PROTONS - ESOMEPRAZOLE ZENTIVA 20mg Gél. Gastroresist. Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - ESOMEPRAZOLE ZENTIVA 20mg Gél. Gastro-résist. Bt 7;INHIBITEUR DE LA POMPE A PROTONS - ESOMEPRAZOLE ZENTIVA 20mg Gél. Gastro-résist. Bt 7
7;INHIBITEUR DE LA POMPE A PROTONS - ESORAL 20mg Gél.Gastro-Résist. Bt 8;INHIBITEUR DE LA POMPE A PROTONS - ESORAL 20mg Gél.Gastro-Résist. Bt 8
7;INHIBITEUR DE LA POMPE A PROTONS - ESORAL 20mg Gelule Bt 16;INHIBITEUR DE LA POMPE A PROTONS - ESORAL 20mg Gelule Bt 16
7;INHIBITEUR DE LA POMPE A PROTONS - ESORAL 20mg Gelule Bt 28;INHIBITEUR DE LA POMPE A PROTONS - ESORAL 20mg Gelule Bt 28
7;INHIBITEUR DE LA POMPE A PROTONS - GASTRAL  Gélule 10mg Fl 14;INHIBITEUR DE LA POMPE A PROTONS - GASTRAL  Gélule 10mg Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - GASTRAL 10mg Gélule Fl 7;INHIBITEUR DE LA POMPE A PROTONS - GASTRAL 10mg Gélule Fl 7
7;INHIBITEUR DE LA POMPE A PROTONS - INEXIUM 20mg Comp. Gastro-Resistant Bt/7;INHIBITEUR DE LA POMPE A PROTONS - INEXIUM 20mg Comp. Gastro-Resistant Bt/7
7;INHIBITEUR DE LA POMPE A PROTONS - INEXIUM Comp Grastro. 20mg B/14;INHIBITEUR DE LA POMPE A PROTONS - INEXIUM Comp Grastro. 20mg B/14
7;INHIBITEUR DE LA POMPE A PROTONS - INIPOMP Comp 20mg Bt 28;INHIBITEUR DE LA POMPE A PROTONS - INIPOMP Comp 20mg Bt 28
7;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOL 15mg Gél. Fl 14;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOL 15mg Gél. Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOL Gélule  15mg Fl 8;INHIBITEUR DE LA POMPE A PROTONS - INIPRAZOL Gélule  15mg Fl 8
7;INHIBITEUR DE LA POMPE A PROTONS - IPPROTON Gélule 10mg Bt 16;INHIBITEUR DE LA POMPE A PROTONS - IPPROTON Gélule 10mg Bt 16
7;INHIBITEUR DE LA POMPE A PROTONS - IPPROTON Gélule 10mg Bt 28;INHIBITEUR DE LA POMPE A PROTONS - IPPROTON Gélule 10mg Bt 28
7;INHIBITEUR DE LA POMPE A PROTONS - IPPROTON Gélule 10mg Bt 8;INHIBITEUR DE LA POMPE A PROTONS - IPPROTON Gélule 10mg Bt 8
7;INHIBITEUR DE LA POMPE A PROTONS - IPPSIUM  20mg Gél.Gastro-résis. Fl 28;INHIBITEUR DE LA POMPE A PROTONS - IPPSIUM  20mg Gél.Gastro-résis. Fl 28
7;INHIBITEUR DE LA POMPE A PROTONS - IPPSIUM 20mg Gél.Gastro-résis. Fl 14;INHIBITEUR DE LA POMPE A PROTONS - IPPSIUM 20mg Gél.Gastro-résis. Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - IPPSIUM 20mg Gél.Gastro-résis. Fl 7;INHIBITEUR DE LA POMPE A PROTONS - IPPSIUM 20mg Gél.Gastro-résis. Fl 7
7;INHIBITEUR DE LA POMPE A PROTONS - IPPZOR 15mg Gélule Fl 28;INHIBITEUR DE LA POMPE A PROTONS - IPPZOR 15mg Gélule Fl 28
7;INHIBITEUR DE LA POMPE A PROTONS - IPPZOR 15mg Gélule Fl 7;INHIBITEUR DE LA POMPE A PROTONS - IPPZOR 15mg Gélule Fl 7
7;INHIBITEUR DE LA POMPE A PROTONS - IPZOR 15mg gélule Fl 17;INHIBITEUR DE LA POMPE A PROTONS - IPZOR 15mg gélule Fl 15
7;INHIBITEUR DE LA POMPE A PROTONS - LANSOPRAL Gélule  15mg Fl 17;INHIBITEUR DE LA POMPE A PROTONS - LANSOPRAL Gélule  15mg Fl 15
7;INHIBITEUR DE LA POMPE A PROTONS - LANSOPRAL Gélule  15mg Fl 30;INHIBITEUR DE LA POMPE A PROTONS - LANSOPRAL Gélule  15mg Fl 30
7;INHIBITEUR DE LA POMPE A PROTONS - LANSOPRAL Gélule  15mg Fl 7;INHIBITEUR DE LA POMPE A PROTONS - LANSOPRAL Gélule  15mg Fl 7
7;INHIBITEUR DE LA POMPE A PROTONS - LANZOR Gélule 15mg Bt 7;INHIBITEUR DE LA POMPE A PROTONS - LANZOR Gélule 15mg Bt 7
7;INHIBITEUR DE LA POMPE A PROTONS - LANZOR Gélule 15mg Fl 17;INHIBITEUR DE LA POMPE A PROTONS - LANZOR Gélule 15mg Fl 15
7;INHIBITEUR DE LA POMPE A PROTONS - MEPRAZOLE Gélule 10mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - MEPRAZOLE Gélule 10mg Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - MESOPRAL 20mg Gél. Gastro-résist. Fl 28;INHIBITEUR DE LA POMPE A PROTONS - MESOPRAL 20mg Gél. Gastro-résist. Fl 28
7;INHIBITEUR DE LA POMPE A PROTONS - MESOPRAL 20mg Gél. Gastro-résist. Fl 7;INHIBITEUR DE LA POMPE A PROTONS - MESOPRAL 20mg Gél. Gastro-résist. Fl 7
7;INHIBITEUR DE LA POMPE A PROTONS - MESOPRAL 20mg Gél.Gastro-résist. Fl 16;INHIBITEUR DE LA POMPE A PROTONS - MESOPRAL 20mg Gél.Gastro-résist. Fl 16
7;INHIBITEUR DE LA POMPE A PROTONS - MOPRAL Gélule 10mg Fl 14;INHIBITEUR DE LA POMPE A PROTONS - MOPRAL Gélule 10mg Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - OMEZOLE Gélule 10mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - OMEZOLE Gélule 10mg Bt 14
7;INHIBITEUR DE LA POMPE A PROTONS - OPRAALOX 10mg Gél. Fl 14;INHIBITEUR DE LA POMPE A PROTONS - OPRAALOX 10mg Gél. Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE Comp 10mg Fl 14;INHIBITEUR DE LA POMPE A PROTONS - OPRAZOLE Comp 10mg Fl 14
7;INHIBITEUR DE LA POMPE A PROTONS - PRAZOR 15mg Gél. Bt 16;INHIBITEUR DE LA POMPE A PROTONS - PRAZOR 15mg Gél. Bt 16
7;INHIBITEUR DE LA POMPE A PROTONS - RAZON 20mg Comp gastroresistant Bt 30;INHIBITEUR DE LA POMPE A PROTONS - RAZON 20mg Comp gastroresistant Bt 30
7;INHIBITEUR DE LA POMPE A PROTONS - RAZON 20mg Comp.Gastro-resist. Bt 10;INHIBITEUR DE LA POMPE A PROTONS - RAZON 20mg Comp.Gastro-resist. Bt 10
7;INHIBITEUR DE LA POMPE A PROTONS - RAZON 20mg Comp.Gastro-resist. Bt 20;INHIBITEUR DE LA POMPE A PROTONS - RAZON 20mg Comp.Gastro-resist. Bt 20
7;INHIBITEUR DE LA POMPE A PROTONS - RISEK Gélule 10mg Bt 14;INHIBITEUR DE LA POMPE A PROTONS - RISEK Gélule 10mg Bt 14
